title,company,description,onsite_remote,salary,location,criteria,posted_date,link 
Data Science Co-op,ProCogia,Nan,remote,NaN,"Vancouver, British Columbia, Canada",[],2023-03-23,https://ca.linkedin.com/jobs/view/data-science-co-op-at-procogia-3540644872?refId=HAlz%2BFXFqnWzjho5LyejXw%3D%3D&trackingId=4mXbeZFfkPBcV3Dd7%2FFOLQ%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Machine Learning Engineer (North America Remote Ok),curbFlow,Nan,remote,NaN,Canada,[],2023-04-04,https://ca.linkedin.com/jobs/view/senior-machine-learning-engineer-north-america-remote-ok-at-curbflow-3549688713?refId=HAlz%2BFXFqnWzjho5LyejXw%3D%3D&trackingId=Ig%2B%2FXQbsMmvGwVkIrXr%2FLw%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Machine Learning Developer,Arctic Wolf,Nan,remote,NaN,Canada,[],2023-04-13,https://ca.linkedin.com/jobs/view/senior-machine-learning-developer-at-arctic-wolf-3562210582?refId=HAlz%2BFXFqnWzjho5LyejXw%3D%3D&trackingId=iG4KW0v4Q3FhaFatfQ6J%2Bg%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Data Scientist - Computer Vision,ZestyAI,Nan,remote,NaN,"Toronto, Ontario, Canada",[],2023-02-27,https://ca.linkedin.com/jobs/view/senior-data-scientist-computer-vision-at-zestyai-3538025896?refId=HAlz%2BFXFqnWzjho5LyejXw%3D%3D&trackingId=r613Fq7T6Xx9drDU3HEvgw%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Data Scientist - Computer Vision,ZestyAI,Nan,remote,NaN,"Halifax, Nova Scotia, Canada",[],2023-02-27,https://ca.linkedin.com/jobs/view/senior-data-scientist-computer-vision-at-zestyai-3538030409?refId=HAlz%2BFXFqnWzjho5LyejXw%3D%3D&trackingId=TyEF%2FBrxlkJWZSdUDaERPQ%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Data Scientist - Computer Vision,ZestyAI,Nan,remote,NaN,"Vancouver, British Columbia, Canada",[],2023-02-27,https://ca.linkedin.com/jobs/view/senior-data-scientist-computer-vision-at-zestyai-3538030411?refId=HAlz%2BFXFqnWzjho5LyejXw%3D%3D&trackingId=gJ8gUOwc8MfbG1pvZg%2FpVw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Machine Learning Engineer,Hour Consulting,Nan,remote,NaN,Canada,[],2023-01-17,https://ca.linkedin.com/jobs/view/senior-machine-learning-engineer-at-hour-consulting-3472349697?refId=HAlz%2BFXFqnWzjho5LyejXw%3D%3D&trackingId=55pC6NStq%2B%2BiQiAGhIYGpg%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Machine Learning Engineer,Hour Consulting,Nan,remote,NaN,Canada,[],2023-01-17,https://ca.linkedin.com/jobs/view/senior-machine-learning-engineer-at-hour-consulting-3472352218?refId=HAlz%2BFXFqnWzjho5LyejXw%3D%3D&trackingId=URR5MPkYRRmrCtrY%2B74wZg%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior NLP/ML Developer,Wysdom.AI,Nan,remote,NaN,Canada,[],2023-03-28,https://ca.linkedin.com/jobs/view/senior-nlp-ml-developer-at-wysdom-ai-3580730240?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=frWpAwOu6%2BZShl5gQD8zHg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
AI Software Developer - Work in Sweden,Iknal Semikan,Nan,remote,"SEK450,000.00
            -
            SEK850,000.00","Greater Montreal, Quebec, Canada",[],2023-03-19,https://ca.linkedin.com/jobs/view/ai-software-developer-work-in-sweden-at-iknal-semikan-3567553818?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=PfElC6FR8kpSVOjbCngqcQ%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Engineer,Tiger Analytics,Nan,remote,NaN,"Toronto, Ontario, Canada",[],2023-03-12,https://ca.linkedin.com/jobs/view/machine-learning-engineer-at-tiger-analytics-3559055076?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=Fa63yLqhNUxXU7Un5M4Xkg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist (Canada),Tiger Analytics,"Tiger Analytics is looking for experienced Data Scientists to join our fast-growing advanced analytics consulting firm. Our consultants bring deep expertise in Data Science, Machine Learning and AI. We are the trusted analytics partner for multiple Fortune 500 companies, enabling them to generate business value from data. Our business value and leadership has been recognized by various market research firms, including Forrester and Gartner. We are looking for top-notch talent as we continue to build the best global analytics consulting team in the world.As a Data Scientist, you will apply strong expertise in AI through the use of machine learning, data mining, and information retrieval to design, prototype, and build next generation advanced analytics engines and services. You will collaborate with cross-functional teams and business partners to define the technical problem statement and hypotheses to test. You will develop efficient and accurate analytical models which mimic business decisions and incorporate those models into analytical data products and tools. You will have the opportunity to drive current and future strategy by leveraging your analytical skills as you ensure business value and communicate the results.Key ResponsibilitiesCollaborate with business partners to develop innovative solutions to meet objectives utilizing cutting edge techniques and tools.Effectively communicate the analytics approach and how it will meet and address objectives to business partners. Advocate and educate on the value of data-driven decision making; focus on the “how and why” of solutioning.Lead analytic approaches; integrate solutions collaboratively into applications and tools with data engineers, business leads, analysts and developers.Create repeatable, interpretable, dynamic and scalable models that are seamlessly incorporated into analytic data products.Engineer features by using your business acumen to find new ways to combine disparate internal and external data sources.Share your passion for Data Science with the broader enterprise community; identify and develop long-term processes, frameworks, tools, methods and standards.Collaborate, coach, and learn with a growing team of experienced Data Scientists. Stay connected with external sources of ideas through conferences and community engagements.RequirementsBachelors Degree in Data Science, Computer Science, or related field5+ years of Data Science and Machine Learning experience requiredProficiency with Data Science concepts and modeling techniques to solve problems such as clustering, classification, regression, anomaly detection, simulation and optimization problems on large scale data setsAbility to implement ML best practices for the entire Data Science lifecycleAbility to apply various analytical models to business use cases (NLP, Supervised, Un-Supervised, Neural Nets, etc.)Exceptional communication and collaboration skills to understand business partner needs and deliver solutionsBias for action, with the ability to deliver outstanding results through task prioritization and time managementExperience with data visualization tools — Tableau, R Shiny, etc. preferredData Analtics background is preferredBenefitsThis position offers an excellent opportunity for significant career development in a fast-growing and challenging entrepreneurial environment with a high degree of individual responsibility.",remote,NaN,"Toronto, Ontario, Canada","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Analyst'}, {'Industries': 'Technology, Information and Internet'}]",2023-04-18,https://ca.linkedin.com/jobs/view/data-scientist-canada-at-tiger-analytics-3574794932?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=ryAp1XJn2r8Jsuml4wsN2g%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
"Senior Deep Learning Researcher, Speech",AssemblyAI,Nan,remote,NaN,"Montreal, Quebec, Canada",[],2023-04-20,https://ca.linkedin.com/jobs/view/senior-deep-learning-researcher-speech-at-assemblyai-3574508039?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=QPQb5cJ6Ct01sj%2FcXdaMGA%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Engineer (remote),Software International,"Our client, is a leading, multi national AI/Data Analytics company and they are building out a new Data team for a large project with a huge insurance company. They are seeking to add a (ML) Machine Learning Engineer to the team. This could be a long term, renewable contract role.Job DescriptionMachine Learning Engineers (MLE) are technically proficient programmers who research, build, and design software to automate predictive models. An MLE builds systems that leverage large data sets to generate and develop algorithms capable of learning and eventually making predictionsDesigning machine learning systems requires that the MLE assess, analyze, and organize data, execute tests and optimize the learning process to help develop high-performance machine learning modelsDevelop high-level solution architectures and work with big-data engineers and decision science analysts to build, test and assess models that predict and optimize business outcomes based on a client’s success criteriaCreate sophisticated yet simple interpretations and communicate insights to clients that lead to quantifiable business impactBuild relationships with clients by understanding their stated, but more importantly, latent needsJob Requirement Required Skills:5-10 years of industry experiencemust have valid Canadian Reliability ClearanceStrong programming skills in any one or more programming languages like Python Experience in Process Automation, Classification, ML and NLPExperience using python libraries for data science and machine learning such as: pandas, numpy,scikit-learn, tensor flow, etc.Sound fundamentals of data structures, algorithms and object-oriented programming Ability to quickly learn and communicate the latest findings in AI research Creative thinking for leveraging machine learning to build end-to-end intelligent software systems Experience or exposure to data science projects Strong analytical, problem-solving skills Hands-on experience with version control and any of the following: Bitbucket/GitHub/GitLab Knowledge of or exposure to AWS 2+ experience creating CICD pipelines to deploy models into production Optimizing and scaling code for pre-existing models and algorithms Ability to translate a business motivated problem into code Knowledge of containerization A self starter with positive attitude Good leadership & management skills",remote,NaN,"Ontario, Canada","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Human Resources'}]",2023-03-16,https://ca.linkedin.com/jobs/view/machine-learning-engineer-remote-at-software-international-3556724355?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=qWaWnJJg9uMBNFBzDtkNTg%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
"Senior Deep Learning Researcher, Speech",AssemblyAI,Nan,remote,NaN,"Toronto, Ontario, Canada",[],2023-04-20,https://ca.linkedin.com/jobs/view/senior-deep-learning-researcher-speech-at-assemblyai-3574506102?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=6VS%2FlHvTGiPm8DQpkDdX%2Fg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior NLP Research Engineer,Behavox,Nan,remote,NaN,"Montreal, Quebec, Canada",[],2023-04-12,https://ca.linkedin.com/jobs/view/senior-nlp-research-engineer-at-behavox-3509105677?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=5uRyvVnQuwV%2BLexKT1BF9w%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
"Sr. Software Engineer, Machine Learning (NLU, LLM)",Providence Digital Innovation Group,Nan,remote,NaN,"Vancouver, British Columbia, Canada",[],2023-03-28,https://ca.linkedin.com/jobs/view/sr-software-engineer-machine-learning-nlu-llm-at-providence-digital-innovation-group-3559344265?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=fKFBdmtge3g9R6hUfCwKug%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
AI Programmer,Brass Lion Entertainment,Nan,remote,NaN,"Montreal, Quebec, Canada",[],2023-04-12,https://ca.linkedin.com/jobs/view/ai-programmer-at-brass-lion-entertainment-3562672867?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=5I1jojxyTUE%2BTsUB5TcsBw%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Machine Learning Developer,Arctic Wolf,Nan,remote,NaN,Canada,[],2023-04-13,https://ca.linkedin.com/jobs/view/senior-machine-learning-developer-at-arctic-wolf-3562210582?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=mTVBlDzpAD6DgoiKSQiMgg%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Machine Learning Engineer,Fusemachines,Nan,remote,NaN,"Toronto, Ontario, Canada",[],2023-03-30,https://ca.linkedin.com/jobs/view/senior-machine-learning-engineer-at-fusemachines-3548907182?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=6qcsex19gs9Z1qyOxI8uTA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Science Co-op (R&D) - Summer term,Swift Medical,Nan,remote,NaN,"Toronto, Ontario, Canada",[],2023-04-11,https://ca.linkedin.com/jobs/view/data-science-co-op-r-d-summer-term-at-swift-medical-3558860059?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=mpBCtSiUnRIjwLtY3buhmw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
"Senior Data Scientist, Machine Learning",Rec Room,Nan,remote,NaN,"Vancouver, British Columbia, Canada",[],2023-04-21,https://ca.linkedin.com/jobs/view/senior-data-scientist-machine-learning-at-rec-room-3576820145?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=wUXXOvjhF2YS%2B8nES7vsNw%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Machine Learning Engineer,Vivun,Nan,remote,NaN,"Québec, Quebec, Canada",[],2023-04-11,https://ca.linkedin.com/jobs/view/senior-machine-learning-engineer-at-vivun-3557350460?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=oFiZj1hZ0uXEXTb2ew8%2ByA%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist,Deep Genomics,Nan,remote,NaN,"Toronto, Ontario, Canada",[],2023-03-02,https://ca.linkedin.com/jobs/view/data-scientist-at-deep-genomics-3502758475?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=bil1yi%2BmYJHAKLo15ThBJQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Product Data Scientist,Binance.US,Nan,remote,NaN,"Toronto, Ontario, Canada",[],2023-03-01,https://ca.linkedin.com/jobs/view/product-data-scientist-at-binance-us-3501407674?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=CcaW2tVCUTraWVZBS2eHZA%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Product Data Scientist,Binance.US,Nan,remote,NaN,"Vancouver, British Columbia, Canada",[],2023-03-01,https://ca.linkedin.com/jobs/view/product-data-scientist-at-binance-us-3530107184?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=Pkrc8MvO2Pk0kdxtnwPNKw%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Lead AI Programmer,8Bit - Games Industry Recruitment,Nan,remote,NaN,Canada,[],2023-04-20,https://ca.linkedin.com/jobs/view/lead-ai-programmer-at-8bit-games-industry-recruitment-3574599982?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=%2BQa1z575tvyYfsYypkNaFA%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Expression of Interest: Data Science Manager,Fingerprint for Success (F4S),Nan,remote,NaN,Canada,[],2023-04-07,https://ca.linkedin.com/jobs/view/expression-of-interest-data-science-manager-at-fingerprint-for-success-f4s-3552911952?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=lKnEmHe4y6uFXeMTKhfqXQ%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Science Co-op,ProCogia,Nan,remote,NaN,"Vancouver, British Columbia, Canada",[],2023-03-23,https://ca.linkedin.com/jobs/view/data-science-co-op-at-procogia-3540644872?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=0ktxmU1RZR4Rm74wgKrh9g%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Machine Learning Engineer (North America Remote Ok),curbFlow,Nan,remote,NaN,Canada,[],2023-04-04,https://ca.linkedin.com/jobs/view/senior-machine-learning-engineer-north-america-remote-ok-at-curbflow-3549688713?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=lYfjA8auHxhwarJCetjPQw%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Data Scientist - Computer Vision,ZestyAI,Nan,remote,NaN,"Toronto, Ontario, Canada",[],2023-02-27,https://ca.linkedin.com/jobs/view/senior-data-scientist-computer-vision-at-zestyai-3538025896?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=hdJe5Z%2FXL88kQHT8x5pqTg%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Data Scientist - Computer Vision,ZestyAI,Nan,remote,NaN,"Calgary, Alberta, Canada",[],2023-03-30,https://ca.linkedin.com/jobs/view/senior-data-scientist-computer-vision-at-zestyai-3549955940?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=c1HCZwaSMj0DPoMXnJgCEw%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Data Scientist - Computer Vision,ZestyAI,Nan,remote,NaN,"Halifax, Nova Scotia, Canada",[],2023-02-27,https://ca.linkedin.com/jobs/view/senior-data-scientist-computer-vision-at-zestyai-3538030409?refId=Hww3wkf2YrA4RTREPcFAzQ%3D%3D&trackingId=blZy48vsNXCduSPnL2O5Ow%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Software Engineer (ML/NLP) (Toronto),Cresta,Nan,hybrid,NaN,"Toronto, Ontario, Canada",[],2023-03-23,https://ca.linkedin.com/jobs/view/software-engineer-ml-nlp-toronto-at-cresta-3534428551?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=zAN%2BF4CuhXL1gzNqfn7luQ%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Software Developer,Primate Labs Inc.,Nan,hybrid,"CA$80,000.00
            -
            CA$140,000.00","Toronto, Ontario, Canada",[],2023-04-17,https://ca.linkedin.com/jobs/view/machine-learning-software-developer-at-primate-labs-inc-3566977096?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=%2FVFspgL6XPTJfZWypNcHnQ%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Developer,Osedea,Nan,hybrid,NaN,"Montreal, Quebec, Canada",[],2023-01-22,https://ca.linkedin.com/jobs/view/machine-learning-developer-at-osedea-3480251614?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=9VcGWjrKUCysan2ikbokLg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist,ShyftLabs,Nan,hybrid,NaN,"Toronto, Ontario, Canada",[],2023-04-19,https://ca.linkedin.com/jobs/view/data-scientist-at-shyftlabs-3570865011?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=72wEcIkE1WlWgCtu1SGM3Q%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
Python/Data Scientist-Canada,Zortech Solutions,Nan,hybrid,NaN,"Mississauga, Ontario, Canada",[],2023-04-12,https://ca.linkedin.com/jobs/view/python-data-scientist-canada-at-zortech-solutions-3562676032?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=jCh3TeMe7x2k0x8yhGm6Hg%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist,Government of Nova Scotia,Nan,hybrid,NaN,"Halifax, Nova Scotia, Canada",[],2023-04-21,https://ca.linkedin.com/jobs/view/data-scientist-at-government-of-nova-scotia-3579897499?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=wI%2BP%2BKazRxP5HFMbDla2mg%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior AI/ML Engineer,TTT Studios,Nan,hybrid,NaN,"Vancouver, British Columbia, Canada",[],2023-04-20,https://ca.linkedin.com/jobs/view/senior-ai-ml-engineer-at-ttt-studios-3574994920?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=EYXSDeAZ96L1byQpmbYFEA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist/Analyst,IQ Hunt Ltd.,Nan,hybrid,NaN,"Toronto, Ontario, Canada",[],2023-04-19,https://ca.linkedin.com/jobs/view/data-scientist-analyst-at-iq-hunt-ltd-3569910507?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=C3Fw%2BIVVqcZ7p%2FodTfOK7g%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Python Machine Learning Developer,Accolite Digital,Nan,hybrid,NaN,"Montreal, Quebec, Canada",[],2023-03-29,https://ca.linkedin.com/jobs/view/python-machine-learning-developer-at-accolite-digital-3540972249?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=Cc6DFMw%2BtiQa%2FeAQr8O8Bg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
AI Programmer,Alpha Channel,Nan,hybrid,NaN,"Toronto, Ontario, Canada",[],2023-03-19,https://ca.linkedin.com/jobs/view/ai-programmer-at-alpha-channel-3567559187?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=McxnzepeFzglWmWQnc41%2Fw%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
CRM Data Scientist,Browns Shoes Inc.,Nan,hybrid,NaN,Greater Montreal Metropolitan Area,[],2023-04-14,https://ca.linkedin.com/jobs/view/crm-data-scientist-at-browns-shoes-inc-3570212726?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=zlREMVq%2BfZIH%2BYokJGgzdQ%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Team Lead - AI for Commerce,Coveo,"Play a leading role in our AI for Commerce team!As a Team Lead of the AI for Commerce team at Coveo, you will be tasked with mentoring and managing our exceptional team towards consolidating and building the machine learning technology that powers the future of our Coveo Relevance Cloud™ AI Platform.This team is responsible for providing the “relevance” part of the Coveo Relevance Cloud. This means using machine learning techniques to select the right products for the right people at the right time. We build our models on top of our real time data platform, using this data to provide cutting edge search, ranking, recommendations, badging, suggestions and more to enrich the experience of our clients' customers, all the while working to provide measurable, repeatable, value to their businesses. Our models are practical, production ready and meaningfully impact real users.Here are the key responsibilities you will face in this role:Manage and mentor on a daily basis our talented team of staff and senior software engineersCollaborate closely with the Commerce team to build a strategy, tackle new projects and align on the team's prioritiesContribute and brainstorm with the team on building the roadmap, planning the research activities and designing the projects’ phasesLead an active research practice and build a vision for the teamHere Is What Will Qualify You For The RolePhD, or MSc with equivalent research experience in a relevant discipline (ML, CS, Physics, Maths)Previous experience within search, information retrieval technology and/or personalized recommendationsA minimum of 5 years of industry experience building and improving real-world ML solutions based on modern techniques (ideally in Python), including supervised learning, statistical analysis and deep learning, at a non-trivial scalePrevious leadership experience in working with machine learning teams to bring innovative ideas to lifeWhat Would Make You Stand OutExperience in a technical leadership role: Mentoring and coaching, hiring, vision and roadmap design, scientific project planning and management, etc.Work and Research experience (possibly including publications) into particularly relevant areas to Coveo business: information retrieval, search, recommendation systems, AB testing, sequence based models such as transformers, language models, LSTMs or similarDiverse Work Experience: You lived through the challenges of cultural differences, team and businesses of varying sizes and it rewarded you with a more open-minded approach to communication and collaboration.Experience with e-commerce, both business-to-business and business-to-consumer; merchandising or conversion rate optimisation; logistics and supply chain managementConversational FrenchDo you think you can bring this role to life? You don’t need to check every single box; passion goes a long way and we appreciate that skillsets are transferable.Send us your application, we want to get to know you!Join the #Coveolife!We encourage all qualified candidates to apply regardless of, for example, age, gender, disability, gaps in CV, national or ethnic background. Read this if you want to know what’s our team’s response to the ChatGPT hype: Our press release on Industry-first Relevance Generative Answering Capability Our blogpost about ChatGPT and the Future of Enterprise Digital Experiences",hybrid,NaN,Greater Montreal Metropolitan Area,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-03-25,https://ca.linkedin.com/jobs/view/team-lead-ai-for-commerce-at-coveo-3569707214?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=VJFmD26E3oHGKGYGqioJfg%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
